stations,n,kim,hub,sch,ley,logbox,bar,l.kim,l.hub,l.sch,l.ley,l.logbox,l.bar,u.kim,u.hub,u.sch,u.ley,u.logbox,u.bar
ASN00007014,3385,264.3333,278,218,393.3333,1,191.6667,-5.2146,-1.2441,-6.0729,-8.2622,-128.8322,-14.0117,19.2994,38.2618,21.1855,13.1662,136.0314,21.2109
ASN00007017,4668,424,564.6667,345,686.3333,0,283.6667,-3.2262,-0.7625,-3.7381,-5.8724,-172.7489,-10.8835,15.0839,35.0563,16.6219,8.5637,177.7319,15.8664
ASN00007019,2169.3333,154,193.3333,123,244,0,112.3333,-7.7349,-2.0695,-9.0036,-12.5592,-217.2568,-19.9366,28.1586,53.9017,30.9083,19.7533,227.7582,30.4381
ASN00007020,2872.3333,256.3333,331,213.6667,400.3333,0,183,-3.9728,-0.9764,-4.6038,-6.7554,-174.9587,-11.802,16.5576,35.9526,18.2249,10.0831,180.6007,17.4439
ASN00007027,4089.6667,263.3333,281.6667,219,370.3333,0.6667,182,-5.4053,-1.5,-6.3096,-8.2941,-103.1972,-13.3398,17.8971,31.5914,19.6014,13.6401,110.3296,20.4722
ASN00007030,1625.3333,108,126,87.6667,165,0,79.6667,-7.1907,-1.8179,-8.3745,-11.4333,-154.3268,-18.0631,26.0363,50.1427,28.5724,18.2006,164.1136,27.8499
ASN00007031,2111,134.3333,155.6667,111.6667,237.3333,0,104,-5.2196,-1.0853,-6.093,-8.2046,-122.5145,-14.36,20.8197,43.236,22.8615,13.3672,130.2865,22.132
ASN00007037,3563,221,276.3333,182.6667,378.3333,0,158.3333,-4.4466,-0.8621,-5.2288,-7.3887,-128.3576,-12.3548,17.6393,34.0669,19.3297,12.4696,135.4664,19.4637
ASN00007041,2072.3333,198.6667,217,169,258.6667,0,144.3333,-6.27,-1.7534,-7.291,-9.7489,-212.0573,-15.1177,21.0135,38.637,23.0468,15.4507,220.0196,23.0799
ASN00007043,2552.3333,224.3333,275,189.6667,383,0,165.3333,-4.4584,-0.9192,-5.1832,-7.4873,-226.0107,-13.6522,19.6467,45.0366,21.6205,11.5178,232.8307,20.4722
ASN00007048,3007,197.6667,235.6667,168,333.6667,0,152,-5.0241,-1.285,-5.8424,-7.9331,-142.591,-13.2019,18.1685,35.7796,19.9467,12.5035,149.3049,19.9158
ASN00007049,2793.3333,226.6667,256,185,324,1.6667,165.3333,-5.1028,-1.1706,-5.9581,-8.2961,-163.0894,-13.6662,19.2797,38.0007,21.154,13.3698,170.4389,21.0157
ASN00007050,1806.6667,115,123.6667,93,206.3333,0,86.6667,-6.4008,-1.1397,-7.5007,-10.2853,-170.5049,-17.963,26.8203,56.5789,29.4394,17.1348,180.7469,28.2051
ASN00007052,1895.3333,155,151.6667,130.6667,225.6667,0,119,-6.5033,-1.4862,-7.6087,-10.1253,-228.3868,-16.0608,23.1703,44.0282,25.3868,16.8675,237.6101,25.2841
ASN00007053,2439.3333,193,234,164.6667,295.3333,0,141,-6.2605,-1.5806,-7.2721,-10.4406,-202.4357,-17.416,24.5968,49.9566,27.0397,15.9903,211.1821,26.1623
ASN00007055,1240,89.3333,112.6667,76.6667,146,0,75.3333,-5.7272,-0.8771,-6.7566,-9.7487,-188.5592,-15.8197,24.8414,50.6072,27.2342,16.6837,198.539,25.7994
ASN00007057,4633,436.6667,562,374,613,0,306.6667,-3.1768,-0.8869,-3.6655,-5.7252,-136.3737,-9.7569,13.105,28.3309,14.4391,8.1009,140.6375,14.0207
ASN00007058,2137,192,213.6667,153,264.3333,0,131,-6.5731,-1.7337,-7.6459,-10.5646,-208.3132,-16.9033,23.8291,45.9504,26.1599,16.5824,217.1405,25.7306
ASN00007060,2644.3333,184,184,151.3333,287.6667,0,137.3333,-5.4653,-1.36,-6.3667,-8.4571,-135.9009,-13.9776,19.4435,37.4332,21.3308,13.6289,143.2742,21.3509
ASN00007063,3354,210.6667,263.6667,174.3333,340,0,156.3333,-5.1784,-1.3297,-6.0206,-8.3078,-110.5674,-13.2955,18.0211,34.8414,19.7761,12.996,117.2943,20.0223
ASN00007064,3926.3333,335.3333,416.6667,287.3333,519.3333,0.3333,246.6667,-3.8908,-0.9757,-4.518,-6.4382,-150.3445,-11.24,15.3934,31.9322,16.9251,9.8609,155.7872,16.6827
ASN00007065,3265.3333,223.3333,246.3333,183.6667,338,0,162.6667,-4.7125,-1.0515,-5.5181,-7.6628,-115.9927,-12.2991,17.2171,32.654,18.8666,12.63,122.8443,19.1507
ASN00007068,4925.6667,352.6667,417.3333,296.6667,498.3333,0.6667,248.6667,-4.9348,-1.556,-5.7128,-7.71,-103.1024,-12.5196,16.1308,29.3079,17.7111,11.7392,108.9233,18.3406
ASN00007070,1912.3333,177,209.6667,152.3333,248.6667,0,132,-5.0262,-1.4938,-5.8071,-8.197,-182.2407,-13.5088,18.9504,37.8841,20.8536,12.096,188.646,19.9141
ASN00007071,2698.3333,192,206.6667,160.3333,288.3333,0,147.3333,-4.8737,-1.1518,-5.6905,-7.4731,-108.4162,-12.272,17.1308,32.5463,18.7774,12.3185,115.1145,18.9704
ASN00007080,2680,237.3333,286.3333,198,342.6667,0,174.6667,-5.1797,-1.4085,-5.9837,-8.9486,-194.2671,-14.5659,20.0876,42.3383,22.1123,12.9532,200.9975,21.2963
ASN00007081,4419.6667,315.6667,328.3333,264.3333,470,0,224.6667,-5.4368,-1.4839,-6.3392,-8.251,-129.844,-13.7148,18.2996,32.9655,20.0546,13.4973,136.9944,20.8652
ASN00007082,1759.3333,122.3333,140.3333,101.6667,223,0,94.6667,-5.0877,-0.835,-5.9829,-8.5224,-170.8579,-14.6528,22.2691,46.5408,24.4365,14.3395,179.5161,23.311
ASN00007083,2677.6667,226.3333,272.3333,187.6667,313.3333,0,162.3333,-6.5457,-1.8348,-7.5913,-10.5736,-211.857,-16.9081,23.1612,44.5723,25.4414,16.162,220.2022,25.2532
ASN00007084,1370,93.3333,126.6667,72,172.6667,0,69.6667,-8.4451,-1.7859,-9.8237,-14.1156,-279.3225,-23.2381,34.5028,75.8844,37.9323,21.8535,291.6403,35.5559
ASN00007089,2579.3333,180,216.3333,149.3333,321.3333,0,136.3333,-4.7387,-0.9277,-5.5453,-7.6374,-159.6431,-13.2412,19.1042,39.497,20.9669,12.5688,166.933,20.531
ASN00007090,3320.6667,208.3333,245.6667,174,322,0.3333,156.6667,-5.1949,-1.4611,-6.0314,-8.3561,-98.6486,-13.5808,18.4089,34.7518,20.2149,12.9099,105.3675,20.2997
ASN00007091,4729.3333,369.6667,517.6667,307.3333,570,0.3333,257,-3.7403,-1.056,-4.3257,-6.3441,-127.3274,-10.8016,14.3842,29.255,15.828,9.3209,132.221,15.6952
ASN00007095,3535.6667,228.3333,306,182,389.3333,0,158.6667,-4.3277,-1.1007,-5.0346,-7.1428,-124.879,-12.187,16.8393,33.4528,18.502,11.1167,130.9874,18.2953
ASN00007096,3243.3333,233.3333,265.3333,196,335.3333,0.6667,167.6667,-4.7602,-1.4007,-5.5222,-7.4598,-113.0571,-11.7913,15.7463,29.0329,17.2801,11.5522,118.8729,17.6071
ASN00007097,3254.6667,262.3333,290,213,393,0,189,-4.7055,-1.2079,-5.4628,-7.4665,-137.0177,-12.648,17.2828,34.4543,18.9871,11.5843,143.2504,18.8806
ASN00007099,2744.3333,197,230.3333,159.3333,329.3333,0,141,-5.1296,-1.0449,-6.0132,-8.3351,-159.055,-14.1399,20.3667,40.3615,22.3375,13.8601,167.008,22.0929
ASN00007100,1349,94.3333,111.6667,77,168.3333,0,75.3333,-5.891,-1.0193,-6.9187,-9.7971,-197.3486,-17.4165,27.0489,57.7454,29.7089,16.3747,207.5713,27.6391
ASN00007111,1834.3333,178.3333,227.3333,147.3333,264.6667,0,131.3333,-5.6316,-1.3247,-6.5264,-10.0702,-318.0268,-16.545,24.0083,53.6899,26.4317,14.7922,326.1625,24.6807
ASN00007124,643.3333,46,42.3333,39,72.3333,0,37.3333,-7.913,-2.2165,-9.1805,-11.0405,-181.957,-16.7377,24.6888,45.7558,27.0711,17.8588,191.2646,26.0454
ASN00007129,2280,166,244.6667,134,273.3333,0,120.3333,-4.2088,-0.8514,-4.906,-7.7179,-130.9526,-12.601,18.3682,40.5067,20.1986,11.7554,137.5206,19.169
ASN00007130,2274,172.6667,191,142.3333,289.6667,0,130,-5.8039,-1.2406,-6.7827,-8.9623,-189.3806,-16.3418,23.7476,48.5031,26.0771,14.8414,198.2759,25.2371
ASN00007132,1580.3333,104.3333,91,85.3333,184.6667,0,80,-7.5432,-1.8421,-8.7954,-11.29,-224.5163,-18.2657,26.2911,50.0992,28.8268,18.5734,234.6659,28.4153
ASN00007134,2511,178.3333,190.3333,144.3333,266,0,131,-6.1716,-1.3877,-7.2479,-9.6561,-164.4818,-16.0832,23.2372,43.0304,25.4532,16.5412,173.9121,25.5135
ASN00007135,1095,65,59.3333,53,105.6667,0,51.6667,-5.5998,-1.0163,-6.6177,-8.9536,-131.3365,-13.4988,21.1074,38.8357,23.0795,15.9381,140.4518,22.6141
ASN00007137,524.3333,38.3333,48.3333,31.3333,71.6667,0,36.6667,-4.4441,-0.5493,-5.246,-7.4658,-193.5713,-12.0504,20.349,44.0813,22.3227,12.9038,201.6261,20.1051
ASN00007139,3201.3333,251.3333,328,209.3333,403.6667,0,181,-3.8729,-1.1559,-4.4451,-6.4785,-124.9346,-10.8834,14.4662,31.4968,15.947,8.9563,129.4413,15.3901
ASN00007146,2525.6667,199,249,165.3333,314.3333,0,149,-4.1519,-1.0777,-4.8032,-7.056,-143.153,-11.5858,16.1026,34.0261,17.7188,10.3871,148.639,17.0718
ASN00007156,1574,98.3333,131,86.6667,186.6667,0,83.3333,-5.2269,-1.151,-6.0792,-8.6295,-151.7635,-13.9146,20.2692,43.0111,22.2712,13.4024,159.1037,21.2548
ASN00007157,2536.6667,162,188.3333,135.6667,253.6667,0,122.3333,-5.3896,-1.2538,-6.3027,-8.6552,-133.5847,-13.52,19.0652,36.0607,20.8899,14.1876,141.1529,21.0882
ASN00007164,745.6667,59.6667,75.3333,44.3333,95.6667,0,47,-6.4098,-1.3344,-7.4465,-11.7261,-195.7461,-18.9925,29.9759,70.7258,33.0127,17.4261,205.9126,29.159
ASN00007195,2305.6667,194.3333,220,166.6667,301.3333,0,156.3333,-5.228,-0.9951,-6.1049,-8.8452,-231.1684,-14.5699,21.0524,45.143,23.1176,14.0554,239.0322,22.4337
ASN00007197,3665.6667,250,280.6667,210.3333,405.3333,0,186,-4.7796,-1.0754,-5.5936,-7.6164,-139.2186,-12.7927,17.7989,34.0067,19.5126,12.5983,146.2099,19.784
ASN00008002,6693.6667,456.3333,731.3333,358.3333,695.6667,1,294.3333,-3.9597,-1.3545,-4.5318,-6.7354,-103.3625,-10.7068,13.1332,26.4043,14.4746,9.038,107.3828,14.7271
ASN00008005,8987.3333,584,959.3333,454,884.6667,0.3333,353,-4.9108,-2.0028,-5.5737,-7.9541,-117.2428,-12.5173,14.2114,27.3555,15.6892,9.9755,121.0841,16.3585
ASN00008008,8503,530.3333,855,412.6667,865.6667,0,331.6667,-5.0768,-1.8906,-5.7866,-8.1699,-128.0463,-13.2784,15.5555,30.6714,17.1556,10.6957,132.5603,17.7924
ASN00008013,5720.3333,411.6667,540,331.6667,588.6667,0,269.3333,-5.1862,-1.7817,-5.9737,-8.07,-121.2491,-12.8308,15.8879,28.8193,17.4597,11.7664,126.6968,18.2785
ASN00008016,7267.6667,475.3333,767.3333,387,764,0.6667,314.3333,-4.1,-1.454,-4.6736,-6.8714,-107.295,-11.1888,13.4739,27.9766,14.8676,8.9203,111.1751,15.069
ASN00008017,4685,291.3333,457,231.6667,503.6667,0,195,-4.4638,-1.3687,-5.1511,-7.4027,-119.9218,-12.2462,15.989,31.3051,17.5915,10.7528,125.3157,17.64
ASN00008025,8289.6667,656.3333,980.6667,532.6667,921,0,408,-4.6613,-1.9254,-5.2714,-7.3698,-137.5226,-11.5672,12.8712,25.5333,14.2239,8.9465,140.7576,14.8022
ASN00008028,8315.6667,629.3333,1005.6667,501,890.3333,0,351.3333,-5.3316,-2.2934,-6.0102,-8.7473,-137.3915,-13.7596,15.3565,31.1781,16.994,10.2061,140.9918,17.36
ASN00008037,6298,420.3333,644.6667,331,685,0,259.3333,-4.6345,-1.6648,-5.3026,-7.6331,-129.8868,-12.4594,15.3115,30.1385,16.8764,10.2996,134.5559,17.1285
ASN00008039,7580.6667,561.3333,918.3333,457.3333,898.3333,0,368.6667,-3.9055,-1.4446,-4.4298,-6.5245,-115.7918,-10.8371,12.8414,28.0541,14.1919,8.0809,119.1931,14.2383
ASN00008044,6548.3333,524.6667,766.3333,423.6667,726.6667,0,321.6667,-5.4228,-1.9523,-6.1991,-9.2497,-170.0413,-14.4755,17.636,34.7865,19.4411,12.2738,175.3626,19.7969
ASN00008046,6599.3333,424.6667,612.3333,336,640.3333,0,274,-4.8915,-1.7369,-5.6079,-7.7973,-113.5036,-12.3022,14.8508,27.9261,16.3446,10.8118,118.2543,17.0528
ASN00008047,5031.3333,376.6667,543,297,566.3333,0,243,-4.2425,-1.4362,-4.8614,-7.2401,-122.3266,-11.6696,14.7836,29.8912,16.2948,9.8111,126.8902,16.2332
ASN00008050,6576,710,1016,592.6667,799.3333,0,418.6667,-4.4996,-1.8181,-5.0897,-7.7938,-175.2021,-11.6196,13.4104,27.4707,14.8252,9.3379,178.5878,15.0054
ASN00008052,5050,394.6667,530.6667,317.3333,575.3333,0,247,-4.7359,-1.6101,-5.443,-7.5008,-145.0604,-11.9672,14.9343,28.1026,16.4294,10.66,149.9794,16.8861
ASN00008060,6121.3333,423,625.3333,347.3333,617,0,270,-4.7456,-1.7082,-5.4369,-7.7389,-107.7692,-12.3276,15.0937,28.5098,16.6233,10.5992,112.5015,17.0599
ASN00008061,7318,453,677.3333,364.6667,717.6667,0,297,-4.6886,-1.641,-5.3639,-7.5188,-103.4405,-12.1354,14.5472,28.5269,16.0253,10.2063,107.9207,16.6156
ASN00008065,7748,551,892,433,779,0,322.3333,-5.776,-2.322,-6.5512,-9.6596,-147.2873,-14.9121,17.1708,33.9562,18.9645,11.9571,151.8591,19.4839
ASN00008066,7746,498,850,392,863.6667,0,322,-3.9795,-1.3835,-4.5435,-6.7566,-114.5222,-11.2155,13.6586,28.4969,15.0693,8.8731,118.5294,15.2227
ASN00008067,7679.3333,568.6667,904.6667,453.3333,914.6667,0,356,-4.0721,-1.4807,-4.628,-6.8836,-138.2437,-11.2157,13.3401,28.4797,14.7335,8.6702,141.9006,14.8726
ASN00008075,5021.3333,416.3333,520,328.6667,530.3333,0,266.6667,-5.9852,-2.1446,-6.8681,-9.5255,-164.0943,-14.3619,17.5123,31.9831,19.26,13.3275,169.8275,20.0951
ASN00008079,5164.3333,305.6667,452,245,468.6667,0,193.6667,-5.6558,-2.0445,-6.512,-8.9886,-111.3335,-14.0843,17.5929,31.269,19.3394,12.9731,117.3062,20.0569
ASN00008081,3344.3333,228.3333,267.6667,197,348.3333,0,172,-4.996,-1.3524,-5.8032,-7.9416,-110.9331,-12.7564,17.2122,32.7977,18.8912,12.3712,117.3094,19.1327
ASN00008086,5980,336,451,256,462.6667,0,190,-6.7195,-2.5999,-7.7426,-10.2796,-111.419,-15.9217,19.399,32.3465,21.2999,15.119,118.2184,22.7211
ASN00008087,7052.3333,491.3333,783.3333,401,775.6667,0,319.6667,-4.1759,-1.5496,-4.7506,-6.8798,-121.485,-10.9524,12.938,26.2961,14.2792,8.7956,125.1124,14.5797
ASN00008088,6262.6667,434.6667,717.6667,330,678.6667,0,246.3333,-4.6759,-1.6251,-5.3538,-8.1724,-141.6816,-13.0562,16.2848,32.626,17.9534,10.9314,146.653,18.0276
ASN00008091,8346.6667,699,1060.3333,562.6667,882,0.3333,430,-4.8176,-2.0929,-5.4351,-7.7163,-123.7955,-11.6154,12.6144,24.6605,13.9485,9.1122,126.7916,14.6116
ASN00008095,6839.3333,554.3333,809.3333,456.3333,779,0,358.6667,-4.179,-1.5094,-4.7726,-7.0685,-127.7235,-11.4364,13.946,28.0216,15.3815,9.3143,131.8496,15.5625
ASN00008096,6762.3333,464,644.3333,373.3333,660.6667,0.6667,297,-5.9039,-2.2581,-6.7615,-9.2459,-131.5609,-14.4278,17.1345,30.778,18.856,12.7592,137.0035,19.8704
ASN00008099,4854,317,447.3333,245,446,0,196,-7.1482,-2.6751,-8.1982,-11.2642,-139.2867,-17.3551,21.2582,38.2097,23.3884,15.725,146.1598,24.2282
ASN00008100,7535.6667,544,892,426.3333,814,0,327.6667,-5.507,-2.0375,-6.2636,-9.498,-150.8023,-14.8647,17.6335,36.3968,19.4675,12.0006,155.7109,19.7732
ASN00008104,7501.3333,651.3333,968.6667,539.3333,891.3333,0,403,-4.4813,-1.6764,-5.1049,-7.5776,-171.8378,-11.9405,14.1892,28.3605,15.6558,9.7546,175.8975,16.0003
ASN00008106,5543,422,598.3333,345.3333,639.3333,0,285.3333,-4.3297,-1.4528,-4.9561,-7.2129,-133.2113,-11.7677,14.684,30.0956,16.1862,9.7446,137.6986,16.2551
ASN00008107,4335.3333,321,442.6667,264,462.6667,0,214.6667,-4.2101,-1.1823,-4.888,-7.0925,-110.8244,-11.2885,15.0698,28.5464,16.5503,10.7829,116.307,16.7712
ASN00008109,2433.3333,177.3333,240,147.6667,260,1,127,-4.2853,-1.1661,-4.9891,-7.1938,-114.239,-11.4314,16.1282,30.6553,17.7098,11.1961,120.2015,17.3938
ASN00008116,5757.6667,333.6667,460.3333,255.3333,526,0,198,-7.2531,-2.8608,-8.287,-11.1299,-140.9233,-17.3347,20.4786,36.807,22.5492,15.096,147.2043,23.6157
ASN00008119,3680.6667,234,297.3333,192.6667,376,0,168.3333,-5.6002,-1.7592,-6.4703,-8.7433,-129.5662,-13.8321,17.9705,33.2354,19.7391,13.0876,135.917,20.1829
ASN00008121,6800,579.6667,844.6667,473,788.3333,0,363,-4.4485,-1.6226,-5.0647,-7.5758,-153.7808,-11.8836,14.2139,29.1383,15.6871,9.686,157.8048,15.9077
ASN00008128,6024.3333,474.6667,681.3333,392,647.6667,0,313.6667,-4.3049,-1.5754,-4.9171,-6.9473,-123.1671,-10.8557,13.0143,25.2188,14.341,9.274,127.0895,14.778
ASN00008130,7914.6667,575,823,446.6667,786.3333,0,340,-4.9364,-1.9828,-5.6112,-7.9629,-110.7834,-12.3441,14.1397,26.904,15.6006,10.1437,114.7198,16.2805
ASN00008137,9027,643.3333,1037,519,1022.3333,0,408.6667,-4.5353,-1.7952,-5.1355,-7.3494,-139.2446,-11.847,13.4481,27.6965,14.8611,9.0028,142.7129,15.3153
ASN00008141,5319,387,588.6667,306.3333,562.6667,0,245.6667,-5.5957,-2.0666,-6.3943,-9.2418,-136.6919,-14.3241,17.4702,33.6368,19.2538,12.3176,141.9674,19.5996
ASN00008143,7208.3333,514.3333,807.3333,409.6667,723,0,307.6667,-5.1601,-1.9471,-5.8913,-8.7388,-132.9121,-13.8825,16.7474,32.3831,18.4687,11.4823,137.8665,18.837
ASN00008144,5755.3333,393.3333,515.6667,307.3333,562.3333,0.3333,238,-4.9852,-1.7081,-5.7545,-7.8672,-117.0765,-12.3489,15.4244,27.2938,16.9399,11.6407,122.5164,17.7888
ASN00008146,5990.3333,357,520,280,583.3333,0,231,-4.7932,-1.5233,-5.5378,-7.726,-109.4236,-12.6528,16.1037,29.9436,17.6986,11.4419,115.0381,18.2673
ASN00008147,6898,541.3333,800.3333,445,757,0,350.6667,-4.2432,-1.4676,-4.8541,-7.2408,-122.4038,-11.4966,14.054,28.2555,15.4914,9.6689,126.6776,15.7704
ASN00008151,8133.6667,541.3333,880.3333,407,749.6667,0,312,-5.5141,-2.3281,-6.2555,-8.7367,-114.0731,-13.2091,14.7028,27.242,16.2247,10.9531,118.0326,17.1686
ASN00008157,6826,534,827,435.3333,811.3333,0,343.6667,-3.9853,-1.368,-4.5501,-6.9472,-138.2698,-11.424,14.1237,29.9399,15.5862,9.0668,142.3941,15.5483
ASN00008168,4562.6667,301,413.6667,238.3333,405.3333,0,185.6667,-7.2217,-2.6007,-8.3245,-11.4784,-135.6989,-17.4509,21.9166,38.2387,24.0759,16.7369,143.3165,25.0685
ASN00008200,5118.3333,357.6667,544.3333,281,545.6667,0,221.6667,-4.6576,-1.6741,-5.3189,-7.7806,-132.7829,-12.1072,14.8528,29.5349,16.3757,10.281,137.207,16.5312
ASN00008238,6475,445,673.6667,340.3333,699,0,270,-4.6541,-1.646,-5.3166,-7.6451,-126.3195,-12.3505,14.9889,30.104,16.5255,10.1713,130.7979,16.8288
ASN00009001,8348,496.3333,846.3333,356.6667,679,0,250.6667,-8.8969,-3.9536,-10.0798,-14.1807,-160.7729,-21.2564,23.4405,42.0517,25.8778,17.5186,166.9122,27.3957
ASN00009007,9149.6667,555.3333,997.3333,411.6667,824.6667,0,267.3333,-8.652,-3.6344,-9.7988,-14.2402,-190.9673,-21.6045,24.0633,46.1421,26.579,17.4231,197.2073,27.8445
ASN00009009,9431.6667,397.3333,816.3333,278.3333,652.6667,0,187.6667,-9.1774,-4.0647,-10.4051,-14.4853,-137.1892,-21.9915,24.12,42.9457,26.62,18.0631,143.6082,28.4105
ASN00009010,11474.6667,675.6667,1129,504,938.6667,0,327.3333,-12.9763,-6.4283,-14.5502,-19.1986,-217.844,-28.4623,27.7463,50.0036,30.7314,21.3629,223.1597,33.778
ASN00009017,8856,751.3333,1112.3333,596.6667,849.6667,0,400.3333,-7.2519,-3.6421,-8.1144,-10.7186,-164.4617,-15.2807,14.6819,26.6714,16.2749,11.6231,166.9976,17.8166
ASN00009018,8076.3333,479.3333,837.6667,352.6667,687.3333,0,242.3333,-7.5552,-3.2563,-8.569,-12.1363,-151.0772,-18.1523,20.2232,36.9648,22.3192,15.138,156.4954,23.5706
ASN00009023,11875,630.6667,1248.6667,465.3333,997.6667,0,307.6667,-11.8581,-5.5654,-13.3003,-18.3395,-229.5567,-27.7804,28.086,53.9089,31.1155,20.3881,235.1501,33.3737
ASN00009025,6964.6667,378,760.6667,287.3333,577.6667,0,200.6667,-8.3176,-3.6593,-9.4132,-13.7897,-161.0262,-20.5597,23.2456,43.4097,25.6835,16.7274,166.9615,26.495
ASN00009029,6480.6667,298.6667,526.6667,218.3333,488,1,156,-8.8411,-4.0732,-10.0295,-13.5034,-128.1679,-20.2115,22.4523,38.2864,24.7672,17.0522,134.2323,26.2759
ASN00009030,10236,558,1050,399.6667,882.6667,0,271,-11.2276,-5.239,-12.596,-17.132,-206.3928,-25.9,26.3198,50.7575,29.1549,19.1238,211.6597,31.1669
ASN00009031,11368.6667,560.3333,1146.6667,402.3333,928.6667,0,269.3333,-11.1625,-5.1506,-12.5563,-17.2228,-197.8805,-26.2228,27.0277,51.1551,29.9094,19.7977,203.778,32.1203
ASN00009033,9440.3333,562,993.3333,422.3333,920,0,308,-5.8468,-2.3972,-6.6244,-9.4304,-131.5507,-14.9357,16.7814,32.897,18.537,11.6287,135.9331,19.3181
ASN00009034,13556,978,1569.6667,754,1244.6667,0,493,-8.5598,-4.1501,-9.5878,-12.8622,-178.1354,-19.1441,18.5083,34.7213,20.5106,14.1076,181.5565,22.5652
ASN00009038,10674,903.3333,1311.6667,734.6667,1031,0.3333,498.6667,-6.6377,-3.3961,-7.4289,-9.597,-139.6567,-13.9985,13.2549,23.5508,14.6907,10.4566,141.9557,16.2975
ASN00009039,10087.3333,519,915,387,795.3333,0,259.3333,-9.9447,-4.7352,-11.2012,-14.9088,-157.4782,-22.5388,23.1783,41.4418,25.6299,17.4673,162.7054,27.7661
ASN00009040,9592,570,981.3333,430.6667,864,1,297,-6.5065,-2.7949,-7.3584,-10.2995,-126.2708,-15.9421,17.4355,33.1361,19.2639,12.5058,130.6578,20.3291
ASN00009044,10737,595.6667,1108,457,885,0,305.6667,-12.2114,-5.8894,-13.7102,-18.4937,-210.7455,-27.6263,27.7689,50.9657,30.746,20.846,216.3991,33.2799
ASN00009046,6369,345.3333,521.3333,260.3333,503,0,194.3333,-7.544,-3.2555,-8.609,-11.5957,-127.0355,-17.6312,20.363,34.5851,22.4223,15.5338,133.1938,23.7895
ASN00009057,8227,470.3333,829,341.6667,682,0,232.3333,-8.9842,-4.2464,-10.1122,-13.6849,-163.6407,-20.3742,21.2468,38.5965,23.5032,15.8669,168.3428,25.0763
ASN00009105,4591,275.3333,495.6667,204.6667,375.6667,0,142.3333,-7.7589,-3.4316,-8.7981,-12.8148,-131.095,-18.5737,21.6375,39.4081,23.8893,15.8625,136.8504,24.3291
ASN00009500,20143.6667,1590,2139.3333,1258.6667,1899,0,802.6667,-6.9193,-3.703,-7.7145,-9.5979,-140.4573,-14.3633,12.4219,21.8862,13.7921,9.965,142.1082,16.0142
ASN00009501,12692.3333,794.3333,1279.3333,633.6667,1185.6667,1,469.6667,-4.9109,-2.2843,-5.5251,-7.3631,-104.4339,-11.442,11.6461,21.7414,12.8855,8.5138,106.9807,13.9888
ASN00009503,11054,713.3333,1097.3333,553.3333,941.3333,0,373.3333,-10.0381,-5.316,-11.2289,-14.1931,-179.8864,-20.9133,19.5208,33.7066,21.6392,15.3895,183.1544,24.1813
ASN00009504,9485.3333,709.6667,1095,555,967.3333,0,392.3333,-6.1505,-2.8425,-6.9149,-9.3526,-160.3761,-14.1306,14.5787,27.7352,16.1349,10.7081,163.4998,17.2543
ASN00009506,17080.3333,1310.3333,1617.3333,1068.6667,1543.6667,0,673,-6.255,-3.6107,-6.9661,-8.3065,-112.9816,-12.3258,10.3092,16.9472,11.4525,8.5009,114.1409,13.4851
ASN00009507,11395,696.3333,1223.6667,536.3333,1112.3333,0,383.3333,-7.1656,-3.222,-8.0432,-11.1404,-158.3439,-17.3057,17.9062,36.0798,19.8355,12.487,162.039,21.0009
ASN00009509,7422.3333,373,713,271,640.6667,1,205.6667,-7.6881,-3.2521,-8.713,-12.4166,-135.3738,-19.2167,21.8461,41.3505,24.1275,15.3513,141.1143,24.9573
ASN00009510,14276.3333,1013,1355.6667,800,1312.3333,0,519.3333,-7.9904,-4.4432,-8.9039,-10.905,-148.651,-16.3228,14.3337,24.3701,15.9194,11.2444,150.4914,18.1631
ASN00009513,11149,600.3333,1080.6667,434.3333,915.3333,0,282.3333,-9.9643,-4.616,-11.2274,-15.3703,-166.9024,-23.2085,24.0516,43.9305,26.5966,18.0073,172.4019,28.7081
ASN00009514,8822.3333,636.3333,985.6667,488.6667,809.6667,0,339.6667,-8.1339,-4.0396,-9.1203,-12.0851,-157.8477,-17.789,17.7081,31.9075,19.6147,13.44,161.2575,21.1987
ASN00009515,10995,871,1260,682.6667,1002.3333,0,459,-8.2159,-4.3233,-9.1853,-11.5214,-152.934,-16.7832,15.4094,26.6218,17.0849,12.4086,155.3977,19.247
ASN00009518,20648.3333,1915.6667,2210.6667,1586.6667,1928.3333,1,969.6667,-7.7665,-4.971,-8.6385,-9.7274,-147.0195,-14.1072,10.658,15.7308,11.8486,9.7735,147.7769,14.8646
ASN00009519,17312,1429.6667,1800,1173.3333,1493.3333,0,740,-7.3582,-4.4402,-8.1981,-9.6588,-115.5941,-14.0219,11.4163,17.6324,12.6782,9.9463,116.8242,15.252
ASN00009520,11024.6667,834.6667,1175,694.3333,1147.3333,1,512.6667,-4.8021,-1.9327,-5.4657,-7.4842,-119.4863,-11.9643,13.4018,24.9042,14.7761,9.7368,123.3257,15.8038
ASN00009523,14635.3333,733.6667,1076.3333,549,964.3333,1.6667,345.3333,-9.2998,-4.8495,-10.4708,-13.3212,-112.6915,-19.8311,19.0442,30.7742,21.0464,15.6408,116.8674,24.0069
ASN00009530,14189.6667,639.3333,1191.6667,464,1044,0,301.3333,-7.2994,-3.4081,-8.2278,-11.0163,-104.8114,-17.0377,17.3587,31.3409,19.1909,13.0027,108.816,21.0424
