"distribution","shape1","shape2","skewness","kurtosis","m.star.sample","kurtosis.sample","skewness.sample","A","B","m.star","r2","alpha.100","alpha.1000","alpha.10000","alpha.100000","alpha.1000000"
"pearson IV",4.590945,-10.17043,1.5678,9.0032,0.208,8.6249,1.5417,1.0009,3.509,0.208781268852905,0.993389,8.4266,10.282,12.4106,14.8547,17.6633
"pearson IV",5.459242,-37.06979,1.5818,8.401,0.2183,8.6774,1.5997,0.8297,3.9274,0.222710382351338,0.995543,7.9588,9.5608,11.3532,13.3607,15.6107
"pearson IV",5.344335,-27.32503,1.5803,8.4591,0.223,8.9441,1.6179,0.8471,3.8868,0.221135118500938,0.995323,8.0082,9.6365,11.4635,13.5154,15.8216
"pearson IV",5.324352,-26.87876,1.5839,8.4914,0.2213,8.7546,1.6071,0.8518,3.8842,0.221426601616391,0.995282,8.0292,9.665,11.5015,13.565,15.8855
"pearson IV",5.187744,-20.78241,1.5804,8.5595,0.2161,8.4773,1.5815,0.8739,3.8286,0.219210265857492,0.994996,8.0879,9.7567,11.6367,13.7566,16.1489
"pearson IV",5.1236,-18.83947,1.579,8.5962,0.2179,8.4274,1.5657,0.8851,3.8009,0.21818241718462,0.994852,8.1182,9.8037,11.7057,13.8543,16.283
"pearson IV",5.092158,-18.40099,1.584,8.6471,0.2163,8.3713,1.572,0.893,3.7935,0.218484876555587,0.994778,8.151,9.8491,11.767,13.9355,16.3888
"pearson IV",5.01771,-16.63218,1.5829,8.6961,0.2168,8.8095,1.5954,0.9071,3.7592,0.217304947104016,0.994601,8.1897,9.9088,11.8545,14.0589,16.5582
"pearson IV",4.925006,-14.74288,1.5796,8.7515,0.2137,8.752,1.5923,0.925,3.7117,0.215539531911521,0.994366,8.2351,9.9804,11.9611,14.2113,16.7694
"pearson IV",4.901187,-14.49522,1.5832,8.792,0.2151,8.674,1.5722,0.9316,3.7037,0.21569839646499,0.994304,8.2607,10.0164,12.0103,14.277,16.8558
"pearson IV",4.822401,-13.17889,1.58,8.8428,0.2176,8.8131,1.581,0.948,3.6593,0.214094444798076,0.994089,8.3013,10.0807,12.1065,14.4151,17.0478
"pearson IV",4.762766,-12.33999,1.5788,8.891,0.2135,8.4635,1.5539,0.9614,3.6252,0.213016556451754,0.993919,8.3372,10.1364,12.1886,14.5316,17.2087
"pearson IV",4.702514,-11.64146,1.5803,8.9586,0.2129,9.6844,1.6256,0.9769,3.5915,0.21227915387649,0.993739,8.3832,10.2054,12.2878,14.6701,17.3974
"pearson IV",4.654923,-11.05858,1.5786,8.9974,0.2101,8.7062,1.5649,0.9883,3.5607,0.211280428767,0.993593,8.4119,10.2506,12.3553,14.767,17.5321
"pearson IV",5.327077,-29.50512,1.5959,8.557,0.2227,8.5836,1.6034,0.8559,3.8997,0.223225538252796,0.995283,8.0649,9.7088,11.5542,13.6279,15.9596
"pearson IV",5.275858,-26.40904,1.5962,8.5907,0.2244,8.5133,1.5949,0.8646,3.8813,0.222630755558823,0.995179,8.0912,9.7483,11.6109,13.7067,16.0662
"pearson IV",5.167492,-21.62896,1.5957,8.6599,0.2218,8.3419,1.5865,0.8835,3.8385,0.221167329760714,0.994948,8.1458,9.8314,11.7314,13.8752,16.2957
"pearson IV",5.114391,-20.03195,1.5971,8.7053,0.2232,8.6581,1.5902,0.8939,3.818,0.220662870310477,0.994827,8.1789,9.8803,11.8009,13.9711,16.425
"pearson IV",5.041948,-17.96817,1.5958,8.7516,0.2185,9.0976,1.6219,0.9074,3.7848,0.2194900220163,0.994656,8.2156,9.937,11.8842,14.0889,16.5867
"pearson IV",4.972422,-16.425,1.5962,8.8083,0.2208,9.3446,1.6178,0.9217,3.753,0.218566424049106,0.994484,8.2574,10.0002,11.9755,14.2164,16.7605
"pearson IV",4.913692,-15.24621,1.5956,8.8527,0.2166,8.7476,1.5972,0.9339,3.7235,0.217617086231613,0.994333,8.2908,10.0517,12.0508,14.3228,16.9066
"pearson IV",4.876028,-14.68816,1.5981,8.8995,0.2188,8.8798,1.5991,0.9431,3.707,0.217410892050419,0.994232,8.322,10.097,12.1145,14.41,17.0235
"pearson IV",4.788754,-13.18256,1.5946,8.9582,0.2213,8.7606,1.5986,0.9617,3.6563,0.215597651869021,0.99399,8.3679,10.1698,12.2236,14.5666,17.2415
"pearson IV",4.771293,-13.0585,1.5985,8.9972,0.2144,9.1658,1.604,0.9674,3.6504,0.21585724082547,0.993938,8.3913,10.2023,12.2675,14.625,17.3179
"pearson IV",5.327821,-34.26652,1.6122,8.6493,0.23,8.6318,1.6093,0.8621,3.9199,0.225660904865962,0.995281,8.1154,9.7712,11.6299,13.7187,16.0674
"pearson IV",5.263673,-29.36323,1.6146,8.7033,0.2283,8.679,1.6126,0.8739,3.8988,0.225189952035198,0.99515,8.1545,9.8284,11.7105,13.829,16.215
"pearson IV",5.14128,-22.18695,1.6097,8.7581,0.2214,8.6172,1.6041,0.8938,3.844,0.222847241960978,0.994885,8.2031,9.9063,11.8275,13.997,16.4483
"pearson IV",5.086073,-20.38021,1.6109,8.8052,0.2237,8.9475,1.6247,0.9048,3.8217,0.222270514761483,0.994759,8.2372,9.957,11.9,14.0972,16.5837
"pearson IV",5.051889,-19.5991,1.6141,8.8494,0.2225,9.0839,1.6332,0.9127,3.8101,0.222252804430795,0.994677,8.2663,9.9985,11.9573,14.1747,16.6863
"pearson IV",4.996628,-18.0901,1.6144,8.894,0.2213,9.0628,1.6162,0.9239,3.7849,0.221500863912811,0.994541,8.299,10.048,12.0289,14.2749,16.8229
"pearson IV",4.931066,-16.56215,1.6147,8.9495,0.2208,8.8035,1.6091,0.9378,3.7533,0.220585889244445,0.994375,8.3392,10.1089,12.1172,14.3985,16.9916
"pearson IV",4.869115,-15.22589,1.6131,8.9932,0.219,8.8421,1.604,0.9507,3.7196,0.219416593388171,0.994209,8.3725,10.1611,12.1946,14.5089,17.1445
"pearson IV",5.288354,-34.56291,1.6249,8.7463,0.2281,8.9918,1.6322,0.8737,3.9207,0.227029830618426,0.995199,8.1742,9.8493,11.7317,13.8492,16.2326
"pearson IV",5.245932,-31.63282,1.6288,8.7968,0.2235,8.6798,1.6211,0.8825,3.9093,0.227060421846897,0.995109,8.208,9.897,11.7972,13.937,16.3483
"pearson IV",5.151192,-25.06081,1.6281,8.8573,0.2265,8.5728,1.612,0.8993,3.8698,0.225667145785776,0.994903,8.255,9.9691,11.9024,14.0848,16.5503
"pearson IV",5.083447,-21.85316,1.6266,8.8979,0.2254,10.0047,1.6594,0.9115,3.8386,0.224498761562615,0.994749,8.2872,10.0195,11.9768,14.1905,16.6959
"pearson IV",5.046394,-20.92012,1.6307,8.95,0.2278,8.68,1.6133,0.9204,3.8267,0.224564760247043,0.994659,8.3209,10.0671,12.0422,14.2785,16.812
"pearson IV",4.984839,-18.89996,1.63,8.9944,0.2219,9.4491,1.6501,0.9326,3.7968,0.223557288249357,0.994508,8.3542,10.1184,12.1176,14.385,16.9583
"pearson IV",5.236492,-36.08596,1.6446,8.8944,0.2313,9.165,1.6639,0.8904,3.9245,0.229264481760386,0.995085,8.2621,9.9653,11.8821,14.0412,16.4749
"pearson IV",5.147763,-27.79973,1.6445,8.9556,0.2285,9.3566,1.6696,0.9064,3.8877,0.228027052044276,0.994891,8.3082,10.0355,11.984,14.184,16.6696
"pearson IV",5.045941,-21.91482,1.6403,9.0071,0.227,9.2015,1.6285,0.9244,3.8375,0.225956500067582,0.994656,8.3512,10.1048,12.0885,14.3344,16.879
"pearson IV",5.2368,-45.80701,1.661,8.9907,0.2352,8.6802,1.6487,0.8968,3.9447,0.231717030208888,0.995083,8.3138,10.0293,11.9599,14.1348,16.5862
"student",132.3868,NA,0,3.0467,0.0032,3.0426,0.0014,0.0898,2.0614,0.00161120141542115,0.999438,2.4662,2.6862,2.8964,3.0984,3.2936
"student",66.31123,NA,0,3.0963,0.0037,3.0945,0.0033,0.1001,2.0985,0.0031845486609865,0.99973,2.5526,2.7934,3.0263,3.2531,3.4747
"student",45.7973,NA,0,3.1435,0.0066,3.1446,0.0039,0.1103,2.131,0.00460962398533993,0.999899,2.6342,2.8954,3.1508,3.402,3.6504
"student",34.17828,NA,0,3.1988,0.0073,3.1942,0.0012,0.1227,2.1654,0.00618999556250754,0.99999,2.7286,3.0141,3.2966,3.5778,3.8591
"student",28.95049,NA,0,3.2405,0.0083,3.246,-0.0045,0.1323,2.1887,0.00732405669488756,0.999994,2.7989,3.103,3.4065,3.7112,4.0184
"student",24.36547,NA,0,3.2946,0.01,3.3103,0.0042,0.1452,2.2162,0.00872983556296369,0.999934,2.8892,3.2179,3.5493,3.8853,4.2276
"student",21.09901,NA,0,3.3509,0.0098,3.3631,-0.0014,0.159,2.2412,0.0101153785067711,0.999809,2.9817,3.3363,3.6974,4.067,4.4472
"student",18.80502,NA,0,3.4053,0.0119,3.4084,0.0037,0.1727,2.2621,0.0113859578629416,0.99964,3.0696,3.4496,3.8398,4.2429,4.661
"student",17.08479,NA,0,3.4585,0.0136,3.4693,0,0.1863,2.2797,0.012570997348475,0.999438,3.1544,3.5594,3.9787,4.4152,4.8717
"student",16.24018,NA,0,3.4902,0.0138,3.4993,-2e-04,0.1946,2.2889,0.0132483377383019,0.999299,3.2042,3.624,4.0607,4.5175,4.9973
"student",14.88173,NA,0,3.5514,0.0166,3.5648,0.0017,0.2107,2.3039,0.0145059400449775,0.999017,3.299,3.7477,4.2185,4.7149,5.2407
"student",13.90364,NA,0,3.6058,0.0143,3.6134,-0.0035,0.2252,2.3145,0.015570555860549,0.998745,3.3818,3.8563,4.3576,4.89,5.4576
"student",13.1269,NA,0,3.6574,0.0163,3.6687,0.0032,0.2391,2.3223,0.0165345023122974,0.998476,3.4588,3.9578,4.4883,5.055,5.663
"student",12.69518,NA,0,3.69,0.0175,3.6809,0.001,0.248,2.3263,0.0171238211188893,0.998302,3.5069,4.0214,4.5704,5.1591,5.7929
"student",12.07034,NA,0,3.7435,0.0178,3.7603,-6e-04,0.2626,2.3309,0.0180553368663614,0.998005,3.5845,4.1243,4.7036,5.3286,6.0053
"student",11.43038,NA,0,3.8075,0.0198,3.837,0.0075,0.2802,2.3338,0.0191208081521482,0.997646,3.6756,4.2456,4.8615,5.5302,6.259
"student",10.99381,NA,0,3.8579,0.0208,3.845,-0.0044,0.2941,2.3343,0.019922918995701,0.997358,3.746,4.3397,4.9843,5.6877,6.458
"student",10.72488,NA,0,3.8922,0.0216,3.8457,0.0055,0.3036,2.3337,0.0204514385842776,0.997166,3.7931,4.4029,5.0672,5.7942,6.5929
"student",10.3132,NA,0,3.9504,0.0213,3.962,0.0016,0.3198,2.3311,0.0213171553801987,0.996834,3.8718,4.5087,5.2062,5.9735,6.8207
"student",10.04224,NA,0,3.993,0.0224,4.0086,-0.0032,0.3316,2.3281,0.0219281141405232,0.996591,3.9284,4.5851,5.3068,6.1037,6.9867
"student",9.746237,NA,0,4.0442,0.0224,4.0823,0,0.3458,2.3233,0.0226368694050286,0.996301,3.9953,4.6755,5.4262,6.2587,7.1847
"student",9.490665,NA,0,4.0928,0.0251,4.1019,-0.005,0.3593,2.3175,0.023286733682499,0.996025,4.0577,4.7601,5.5383,6.4045,7.3717
"student",9.199239,NA,0,4.154,0.0235,4.1478,0.0015,0.3762,2.3086,0.0240748342883987,0.995683,4.1348,4.8649,5.6777,6.5864,7.6056
"student",9.034477,NA,0,4.1918,0.0251,4.218,8e-04,0.3867,2.3024,0.0245444568849318,0.995475,4.1815,4.9286,5.7626,6.6974,7.7488
"student",8.799883,NA,0,4.25,0.0268,4.2374,-0.0042,0.4027,2.2916,0.0252456256704687,0.995159,4.2522,5.0253,5.8918,6.867,7.9679
"student",8.649715,NA,0,4.2904,0.0259,4.2762,-2e-04,0.4138,2.2835,0.0257158650653931,0.994946,4.3004,5.0914,5.9803,6.9833,8.1185
"student",8.413633,NA,0,4.3594,0.0278,4.3627,-0.0025,0.4327,2.2683,0.0264915956429365,0.99458,4.3812,5.2024,6.1293,7.1798,8.3737
"student",8.258976,NA,0,4.4088,0.0288,4.4078,0.002,0.4461,2.2566,0.0270256347208173,0.994322,4.4378,5.2803,6.2342,7.3184,8.5543
"student",8.135417,NA,0,4.4509,0.026,4.4897,0.0098,0.4575,2.2459,0.0274679992924171,0.994103,4.4853,5.3458,6.3225,7.4354,8.7071
"student",7.996551,NA,0,4.5013,0.0286,4.5291,0.0026,0.471,2.2326,0.0279827521144003,0.99385,4.5412,5.4231,6.427,7.5741,8.8884
"student",7.892681,NA,0,4.5414,0.0299,4.4704,-9e-04,0.4817,2.2216,0.0283805555930431,0.993653,4.5849,5.4837,6.509,7.6831,9.0312
"student",7.731914,NA,0,4.6078,0.0292,4.5389,-0.0103,0.4994,2.2023,0.0290190330428123,0.993328,4.656,5.5824,6.6429,7.8616,9.2656
"student",7.654194,NA,0,4.6419,0.0309,4.7536,-0.0055,0.5084,2.192,0.0293380915622427,0.993167,4.6919,5.6324,6.7109,7.9524,9.385
"student",7.513681,NA,0,4.7076,0.0329,4.675,-0.0019,0.5256,2.1717,0.0299330683771797,0.992855,4.7598,5.7269,6.8397,8.1246,9.6121
"student",7.447028,NA,0,4.7406,0.0329,4.5792,-0.0175,0.5342,2.1611,0.0302238036364797,0.992704,4.7933,5.7737,6.9036,8.2102,9.7251
"student",7.340861,NA,0,4.7959,0.032,4.7696,0.0098,0.5485,2.1431,0.0306987187556482,0.992452,4.8486,5.8511,7.0092,8.352,9.9127
"student",7.227216,NA,0,4.8592,0.0316,4.8258,-0.0096,0.5647,2.1217,0.0312238723711907,0.992173,4.9105,5.9378,7.1281,8.5118,10.1245
"student",7.158429,NA,0,4.8997,0.0327,4.839,-0.0082,0.5749,2.1079,0.0315505383824437,0.991996,4.9495,5.9925,7.203,8.6128,10.2585
"student",7.068505,NA,0,4.9553,0.0341,4.9504,-0.0089,0.589,2.0883,0.0319880106154091,0.991758,5.0021,6.0665,7.3047,8.75,10.441
"student",7.008413,NA,0,4.9944,0.0335,5.0937,6e-04,0.5987,2.0743,0.0322871623890574,0.991594,5.0384,6.1176,7.3751,8.8451,10.5677
"student",6.928122,NA,0,5.0491,0.0324,4.9699,-0.0019,0.6123,2.0546,0.03269569085027,0.991367,5.0885,6.1882,7.4723,8.9767,10.7432
"student",6.85495,NA,0,5.1016,0.0329,5.0047,-0.0076,0.6251,2.0354,0.0330770828401026,0.991157,5.1357,6.2549,7.5643,9.1014,10.9097
"student",6.801409,NA,0,5.1418,0.0348,5.1404,0.0095,0.6349,2.0205,0.0333618236826985,0.990997,5.1713,6.3051,7.6338,9.1957,11.0358
"student",6.732831,NA,0,5.1955,0.0353,5.1139,-0.0148,0.6479,2.0004,0.0337337550482766,0.990788,5.2181,6.3714,7.7255,9.3203,11.2027
"student",6.657965,NA,0,5.2574,0.0345,5.1115,-1e-04,0.6627,1.9768,0.0341493471299643,0.99055,5.2709,6.4463,7.8292,9.4616,11.3923
"student",6.600262,NA,0,5.3075,0.0333,5.2196,0.0107,0.6745,1.9576,0.0344766991102026,0.990363,5.3129,6.5059,7.912,9.5744,11.5439
"student",6.56382,NA,0,5.3403,0.0336,5.2703,0.0039,0.6822,1.9449,0.0346866797068655,0.990243,5.34,6.5444,7.9656,9.6475,11.6422
"student",6.492219,NA,0,5.4075,0.0348,5.348,0.0104,0.6978,1.9189,0.0351067649614585,0.99,5.3947,6.6223,8.0738,9.7954,11.8414
"student",6.451967,NA,0,5.447,0.0346,5.4548,-0.0048,0.7068,1.9035,0.0353474090887246,0.98986,5.4263,6.6673,8.1365,9.8812,11.9571
"student",6.403894,NA,0,5.496,0.0367,5.4409,-0.0135,0.718,1.8842,0.0356391550397306,0.98969,5.4648,6.7222,8.2132,9.9862,12.0989
"student",6.354722,NA,0,5.5481,0.0368,5.4811,-0.0062,0.7297,1.8636,0.0359425787762314,0.98951,5.5052,6.7799,8.2937,10.0966,12.2482
"student",6.315911,NA,0,5.5908,0.035,5.544,-0.0171,0.7393,1.8468,0.0361857288786561,0.989367,5.5378,6.8265,8.3588,10.186,12.3691
"student",6.268521,NA,0,5.6449,0.0372,5.609,0.0044,0.7512,1.8254,0.0364871088356951,0.989188,5.5785,6.8847,8.4402,10.2979,12.5207
"student",6.220977,NA,0,5.7015,0.0389,5.5863,-0.0186,0.7636,1.8027,0.0367945374153171,0.989007,5.6202,6.9446,8.5241,10.4134,12.6773
"student",6.182147,NA,0,5.7496,0.0374,5.6427,-0.005,0.774,1.7835,0.0370494756391097,0.988855,5.6551,6.9946,8.5943,10.5101,12.8086
"student",6.146952,NA,0,5.7947,0.0385,5.7847,0.0145,0.7837,1.7656,0.0372836085059353,0.988713,5.6874,7.0409,8.6593,10.5997,12.9304
"student",6.107024,NA,0,5.8476,0.0369,5.6777,0.0054,0.7949,1.7444,0.0375528226722301,0.98855,5.7247,7.0945,8.7346,10.7037,13.0719
"student",6.068365,NA,0,5.9008,0.04,6.4775,0.0132,0.8061,1.7232,0.0378171969630788,0.98839,5.7616,7.1476,8.8093,10.8068,13.2124
"student",6.02991,NA,0,5.9558,0.0371,6.6509,0.0232,0.8175,1.7012,0.0380838808228379,0.988228,5.799,7.2015,8.8852,10.9118,13.3556
"student",5.998178,NA,0,6.0027,0.0403,6.1066,7e-04,0.8271,1.6825,0.0383067787061359,0.988093,5.8305,7.2469,8.9492,11.0004,13.4765
"student",5.96095,NA,0,6.0597,0.0377,6.3108,-0.0062,0.8387,1.6597,0.0385716183690206,0.987931,5.8681,7.3012,9.0258,11.1066,13.6216
"student",5.934653,NA,0,6.1013,0.0388,5.884,-0.0013,0.8471,1.6431,0.038760903825917,0.987815,5.8951,7.3402,9.0809,11.1831,13.7262
"student",5.899452,NA,0,6.1588,0.0397,6.1534,-0.0016,0.8585,1.6203,0.0390171951514874,0.987654,5.932,7.3935,9.1561,11.2875,13.8692
"student",5.880421,NA,0,6.1908,0.039,5.9122,-0.0159,0.8648,1.6076,0.0391571666598518,0.987569,5.9522,7.4227,9.1975,11.345,13.9479
"student",5.840779,NA,0,6.2595,0.0398,6.1821,-0.0048,0.8783,1.5803,0.039451965691535,0.987386,5.995,7.4846,9.2852,11.467,14.1151
"student",5.813579,NA,0,6.3084,0.0399,6.6159,-0.0147,0.8877,1.5611,0.0396568093538856,0.98726,6.0249,7.528,9.3466,11.5525,14.2324
"student",5.792857,NA,0,6.3466,0.0418,6.0654,0.0027,0.895,1.546,0.0398142941334881,0.98716,6.048,7.5615,9.3941,11.6186,14.3233
"student",5.769775,NA,0,6.3903,0.0407,6.2499,9e-04,0.9033,1.5288,0.0399911872863006,0.987051,6.074,7.5993,9.4478,11.6934,14.4261
"student",5.735528,NA,0,6.4572,0.0425,6.4588,-0.0013,0.9158,1.5025,0.0402565479315937,0.986883,6.1133,7.6563,9.5288,11.8065,14.5817
"student",5.718632,NA,0,6.4911,0.0424,6.1239,-0.0025,0.9221,1.4893,0.0403887611785207,0.9868,6.133,7.6849,9.5694,11.8633,14.6598
"student",5.68648,NA,0,6.5577,0.0421,6.579,0.0414,0.9343,1.4634,0.040642757248325,0.986643,6.1709,7.7402,9.648,11.9731,14.811
"student",5.668753,NA,0,6.5955,0.0406,6.6229,0.0293,0.9412,1.4488,0.040784162639984,0.986551,6.1922,7.7711,9.692,12.0346,14.8959
"student",5.639944,NA,0,6.6587,0.0413,6.03,-0.0228,0.9525,1.4244,0.0410160683574801,0.986402,6.2272,7.8221,9.7646,12.1362,15.0362
"student",5.625193,NA,0,6.6919,0.0396,6.4588,-0.0126,0.9584,1.4116,0.0411358295376982,0.986328,6.2453,7.8485,9.8023,12.1891,15.1091
"student",5.596333,NA,0,6.7586,0.0436,8.2707,0.0542,0.9701,1.3861,0.0413721642232346,0.986179,6.2813,7.901,9.8772,12.294,15.254
"student",5.582783,NA,0,6.7908,0.0427,6.6435,-0.0373,0.9758,1.3738,0.0414840600837707,0.986106,6.2984,7.926,9.9128,12.344,15.3232
"student",5.555933,NA,0,6.8562,0.0409,6.9453,0.0382,0.987,1.3491,0.0417075762242843,0.985964,6.3327,7.9761,9.9844,12.4444,15.4621
"student",5.541767,NA,0,6.8916,0.0419,6.8052,-0.0078,0.9931,1.3356,0.0418264714757345,0.985888,6.351,8.0028,10.0227,12.4982,15.5366
"student",5.517877,NA,0,6.9529,0.042,6.5641,0.046,1.0034,1.3127,0.0420285156055671,0.985757,6.3823,8.0486,10.0881,12.59,15.6639
"student",5.500473,NA,0,6.9987,0.0433,6.4897,-0.0103,1.0111,1.2956,0.0421769330817461,0.985665,6.4053,8.0823,10.1364,12.658,15.758
"student",5.483312,NA,0,7.045,0.0417,6.614,0.019,1.0187,1.2783,0.0423243031062849,0.985568,6.4283,8.1159,10.1846,12.7258,15.8521
"student",5.466179,NA,0,7.0923,0.0419,6.6765,0.0057,1.0265,1.2609,0.0424724583955642,0.985471,6.4515,8.1499,10.2332,12.7943,15.9472
"student",5.443684,NA,0,7.156,0.0422,6.5958,0.006,1.0368,1.2375,0.0426685549898191,0.985344,6.4823,8.1951,10.298,12.8855,16.074
"student",5.430753,NA,0,7.1936,0.0435,7.0056,-0.0053,1.0428,1.2238,0.0427820965137997,0.985272,6.5002,8.2214,10.3357,12.9387,16.1478
"student",5.409566,NA,0,7.2566,0.0441,8.2633,0.0446,1.0529,1.2008,0.0429694354611875,0.985151,6.5298,8.2649,10.3982,13.0268,16.2704
"student",5.394935,NA,0,7.3013,0.0454,7.0021,0.0365,1.0599,1.1847,0.0430997607639434,0.985065,6.5506,8.2953,10.4419,13.0885,16.3562
"student",5.380248,NA,0,7.347,0.0441,7.0426,-0.0011,1.067,1.1682,0.0432313782097694,0.984981,6.5715,8.3261,10.4862,13.1511,16.4433
"student",5.362987,NA,0,7.4021,0.044,6.7741,0.0097,1.0755,1.1485,0.0433870883035115,0.984878,6.5964,8.3628,10.5388,13.2255,16.547
"student",5.346337,NA,0,7.4565,0.0431,6.8183,-0.0126,1.0838,1.1292,0.0435383474360925,0.984778,6.6207,8.3985,10.5902,13.2981,16.6483
"student",5.334092,NA,0,7.4974,0.0454,7.106,0.017,1.0899,1.1148,0.0436502598975421,0.984707,6.6387,8.425,10.6284,13.3522,16.7236
"student",5.320434,NA,0,7.544,0.0471,6.8827,0.0014,1.0969,1.0985,0.0437757634013539,0.984624,6.659,8.4549,10.6714,13.413,16.8085
"student",5.303637,NA,0,7.6025,0.0461,6.9019,0.007,1.1056,1.0781,0.0439310988648397,0.984522,6.6842,8.492,10.7249,13.4887,16.9142
"student",5.29065,NA,0,7.6488,0.0437,7.6485,-0.0238,1.1124,1.062,0.0440519537725376,0.984442,6.7038,8.5209,10.7666,13.5478,16.9968
"student",5.273944,NA,0,7.7098,0.0453,6.9704,0.0051,1.1212,1.0411,0.0442083929731366,0.984338,6.7294,8.5586,10.8209,13.6248,17.1044
"student",5.26106,NA,0,7.7579,0.0435,7.9704,-0.0256,1.1281,1.0246,0.0443297987408706,0.984259,6.7492,8.5879,10.8633,13.6848,17.1884
"student",5.249759,NA,0,7.8009,0.0451,8.4467,0.0152,1.1342,1.01,0.0444368351230069,0.984188,6.7668,8.6138,10.9007,13.738,17.2627
"student",5.236957,NA,0,7.8506,0.0467,7.5664,0.0038,1.1412,0.9933,0.0445587107086665,0.984105,6.7869,8.6435,10.9435,13.7987,17.3478
"student",5.222162,NA,0,7.9093,0.0443,7.4012,0.0051,1.1494,0.9735,0.0447003904022438,0.984015,6.8102,8.678,10.9935,13.8697,17.4471
"student",5.213479,NA,0,7.9445,0.0448,7.7658,-0.0476,1.1542,0.9619,0.0447839583829598,0.983957,6.8241,8.6985,11.023,13.9117,17.506
"student",5.201572,NA,0,7.9935,0.0458,7.7326,-0.0039,1.1609,0.9456,0.0448990615976418,0.983881,6.8432,8.7267,11.0639,13.9698,17.5874
"student",5.189718,NA,0,8.0432,0.0453,7.4576,0.0487,1.1677,0.9291,0.045014238319836,0.983806,6.8623,8.7551,11.105,14.0282,17.6693
"student",5.174701,NA,0,8.1077,0.0468,7.5164,0.027,1.1763,0.908,0.0451609939158515,0.983708,6.8868,8.7913,11.1575,14.1029,17.7741
"student",5.165532,NA,0,8.1479,0.0462,7.9755,0.0169,1.1817,0.8951,0.0452510678651251,0.983647,6.9019,8.8137,11.1898,14.1489,17.8387
"student",5.1547,NA,0,8.1962,0.047,7.3211,-0.0044,1.188,0.8794,0.045357940059103,0.983576,6.9198,8.8402,11.2283,14.2038,17.9157
"student",5.142299,NA,0,8.2526,0.045,11.8959,-0.1063,1.1954,0.8614,0.0454809103608415,0.983494,6.9405,8.8709,11.2728,14.2671,18.0047
"student",5.133787,NA,0,8.292,0.0474,7.5662,-0.025,1.2005,0.8488,0.0455657010609896,0.983436,6.9548,8.8921,11.3035,14.3109,18.0663
"student",5.123037,NA,0,8.3427,0.0444,7.2937,0.0156,1.2069,0.8328,0.0456732353288961,0.983366,6.973,8.9191,11.3427,14.3667,18.1447
"student",5.112045,NA,0,8.3955,0.0475,10.0865,0.0479,1.2136,0.8162,0.0457837133288396,0.983292,6.9917,8.9469,11.383,14.4243,18.2256
"student",5.10269,NA,0,8.4412,0.0477,8.0556,0.0366,1.2194,0.802,0.0458781575702953,0.983227,7.0078,8.9707,11.4176,14.4736,18.2951
"student",5.089318,NA,0,8.508,0.0463,7.9892,-1e-04,1.2277,0.7813,0.0460138302466103,0.983137,7.0309,9.005,11.4675,14.5448,18.3953
"student",5.080182,NA,0,8.5546,0.048,8.3574,-0.0063,1.2334,0.7669,0.0461069838915127,0.983073,7.0468,9.0287,11.5018,14.5939,18.4645
"student",5.073335,NA,0,8.5901,0.0459,8.0523,-0.0024,1.2377,0.7561,0.0461770442791797,0.983025,7.0588,9.0465,11.5277,14.6309,18.5166
"student",5.063096,NA,0,8.6439,0.047,22.2016,-0.3098,1.2443,0.7397,0.0462822082825519,0.982955,7.0768,9.0733,11.5667,14.6867,18.5952
"student",5.050834,NA,0,8.7098,0.0441,8.1129,0.0297,1.2521,0.7199,0.0464087785299861,0.98287,7.0986,9.1057,11.6139,14.754,18.6902
"student",5.044932,NA,0,8.742,0.0473,7.3326,0.0014,1.2559,0.7103,0.0464699454822398,0.982828,7.1092,9.1214,11.6367,14.7867,18.7362
"student",5.034363,NA,0,8.8007,0.0463,8.5442,-0.0155,1.2628,0.6929,0.0465798814854368,0.982754,7.1282,9.1497,11.6779,14.8456,18.8193
"student",5.026829,NA,0,8.8432,0.0458,7.6974,-0.0451,1.2678,0.6803,0.0466585643214434,0.982701,7.1418,9.17,11.7074,14.8879,18.879
"student",5.01579,NA,0,8.9067,0.0487,8.1244,0.0239,1.2751,0.6617,0.0467743306079538,0.982621,7.1619,9.1999,11.751,14.9503,18.9672
"student",5.007568,NA,0,8.9549,0.0446,9.1462,-0.0374,1.2806,0.6475,0.0468609265682245,0.982563,7.1769,9.2223,11.7837,14.9972,19.0334
"student",5.00008,NA,0,8.9995,0.0478,8.5256,-0.0245,1.2857,0.6347,0.0469400695729811,0.98251,7.1907,9.2429,11.8137,15.0401,19.0941
"gumbel",NA,NA,1.14,5.4,0.1805,5.5131,1.1549,0.318,4.0412,0.183739707811035,1,5.5055,6.2376,6.9698,7.7019,8.434
"weibull",2.252,NA,0.4801,3,0.0585,3.0034,0.4814,0.0955,2.3466,0.0594178530373725,0.999022,2.7745,3.0129,3.2379,3.4514,3.6549
"weibull",2.18881,NA,0.515,3.05,0.0653,3.0531,0.5162,0.0991,2.3959,0.0659050458308696,0.999059,2.84,3.0869,3.3202,3.5418,3.7532
"weibull",2.13294,NA,0.5474,3.1,0.0727,3.0967,0.5474,0.1025,2.4428,0.0720013637263273,0.999104,2.9026,3.1577,3.3989,3.6284,3.8476
